Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,def_cluster
Amir Rrahmani,CB,Kosovo,0.8,0.69,0.51,0.58,0.61,0.82,0.78,0.48,0.86,0.48,0.47,0.66,0.79,0.83,0.67,0.79,0.83,0.81,0.83,0.82,0.78,0.6,CB,DEF,0
Davinson Sánchez,CB,Colombia,0.8,0.77,0.47,0.55,0.65,0.79,0.82,0.69,0.84,0.61,0.55,0.7,0.78,0.88,0.68,0.88,0.8,0.82,0.78,0.78,0.78,0.66,CB,DEF,0
Diego Carlos,CB,Brazil,0.8,0.63,0.47,0.63,0.67,0.79,0.76,0.55,0.7,0.62,0.47,0.72,0.8,0.87,0.5,0.83,0.8,0.78,0.79,0.81,0.77,0.73,CB,DEF,0
Mohamed Simakan,CB,France,0.8,0.75,0.43,0.65,0.69,0.81,0.8,0.73,0.77,0.64,0.64,0.71,0.78,0.81,0.76,0.88,0.85,0.77,0.78,0.81,0.8,0.61,CB,DEF,0
James Tarkowski,CB,England,0.8,0.47,0.45,0.64,0.59,0.81,0.81,0.41,0.52,0.52,0.53,0.64,0.78,0.86,0.68,0.8,0.83,0.82,0.81,0.77,0.82,0.63,CB,DEF,3
Jean-Clair Todibo,CB,France,0.8,0.81,0.47,0.64,0.69,0.8,0.78,0.74,0.87,0.54,0.55,0.72,0.77,0.82,0.73,0.89,0.81,0.79,0.8,0.8,0.8,0.6,CB,DEF,0
Hamari Traoré,RB,Mali,0.8,0.82,0.57,0.72,0.76,0.75,0.78,0.8,0.84,0.75,0.8,0.77,0.76,0.73,0.9,0.83,0.79,0.76,0.73,0.73,0.71,0.72,RB,DEF,0
Axel Witsel,CB,Belgium,0.8,0.34,0.63,0.77,0.75,0.83,0.75,0.33,0.34,0.63,0.67,0.79,0.82,0.8,0.69,0.75,0.82,0.76,0.86,0.83,0.82,0.64,CB,DEF,0
Zubeldia,CB,Spain,0.8,0.78,0.63,0.74,0.73,0.8,0.82,0.75,0.8,0.74,0.74,0.73,0.8,0.81,0.8,0.85,0.79,0.76,0.81,0.83,0.74,0.75,CB,DEF,0
Nayef Aguerd,CB,Morocco,0.79,0.67,0.5,0.64,0.64,0.81,0.75,0.55,0.77,0.52,0.49,0.74,0.79,0.76,0.69,0.81,0.83,0.78,0.79,0.81,0.81,0.69,CB,DEF,0
Rayan Aït-Nouri,LB,Algeria,0.79,0.84,0.52,0.73,0.82,0.73,0.7,0.85,0.84,0.81,0.77,0.82,0.78,0.65,0.79,0.77,0.76,0.75,0.73,0.74,0.63,0.61,LB,DEF,0
Raúl Albiol,CB,Spain,0.79,0.33,0.41,0.62,0.63,0.83,0.67,0.34,0.33,0.44,0.5,0.72,0.77,0.79,0.33,0.73,0.85,0.84,0.83,0.8,0.77,0.65,CB,DEF,3
Azpilicueta,CB,Spain,0.79,0.59,0.55,0.76,0.72,0.81,0.74,0.64,0.55,0.67,0.73,0.75,0.83,0.71,0.71,0.8,0.81,0.8,0.82,0.82,0.78,0.68,CB,DEF,0
Alexander Bah,RB,Denmark,0.79,0.91,0.65,0.72,0.75,0.74,0.81,0.89,0.92,0.77,0.7,0.74,0.78,0.78,0.86,0.82,0.74,0.74,0.72,0.79,0.71,0.81,RB,DEF,0
Leonardo Balerdi,CB,Argentina,0.79,0.64,0.45,0.62,0.68,0.8,0.77,0.63,0.64,0.62,0.56,0.76,0.75,0.79,0.69,0.82,0.81,0.79,0.8,0.78,0.77,0.62,CB,DEF,0
Abdülkerim Bardakcı,CB,Turkey,0.79,0.61,0.45,0.71,0.69,0.79,0.86,0.6,0.62,0.62,0.64,0.72,0.75,0.89,0.82,0.87,0.77,0.8,0.8,0.77,0.81,0.66,CB,DEF,0
Yuri Berchiche,LB,Spain,0.79,0.79,0.68,0.74,0.75,0.77,0.83,0.81,0.78,0.75,0.81,0.76,0.8,0.82,0.83,0.89,0.78,0.73,0.77,0.77,0.73,0.82,LB,DEF,0
Cristiano Biraghi,LB,Italy,0.79,0.72,0.69,0.78,0.76,0.76,0.73,0.73,0.72,0.71,0.74,0.78,0.79,0.68,0.81,0.75,0.76,0.74,0.79,0.77,0.7,0.82,LB,DEF,0
Sacha Boey,RB,France,0.79,0.82,0.55,0.66,0.77,0.78,0.8,0.85,0.8,0.84,0.83,0.76,0.79,0.76,0.84,0.81,0.8,0.78,0.8,0.81,0.59,0.7,RB,DEF,0
Jarrad Branthwaite,CB,England,0.79,0.71,0.37,0.53,0.59,0.79,0.77,0.64,0.77,0.34,0.43,0.69,0.79,0.78,0.72,0.83,0.8,0.79,0.8,0.78,0.78,0.52,CB,DEF,0
Matty Cash,RB,Poland,0.79,0.77,0.66,0.71,0.75,0.75,0.76,0.76,0.77,0.73,0.7,0.76,0.79,0.68,0.86,0.68,0.8,0.8,0.77,0.76,0.49,0.77,RB,DEF,0
Catena,CB,Spain,0.79,0.65,0.39,0.63,0.53,0.8,0.78,0.64,0.65,0.6,0.52,0.7,0.75,0.78,0.78,0.85,0.82,0.8,0.79,0.78,0.83,0.52,CB,DEF,0
Ben Chilwell,LB,England,0.79,0.76,0.6,0.78,0.77,0.75,0.72,0.73,0.79,0.71,0.71,0.8,0.78,0.68,0.79,0.73,0.77,0.76,0.76,0.76,0.63,0.72,LB,DEF,0
Dante,CB,Brazil,0.79,0.32,0.52,0.69,0.65,0.81,0.79,0.32,0.32,0.41,0.55,0.77,0.78,0.86,0.67,0.75,0.79,0.76,0.85,0.83,0.78,0.62,CB,DEF,3
Sergiño Dest,LB,United States,0.79,0.91,0.6,0.75,0.82,0.72,0.69,0.9,0.91,0.88,0.81,0.8,0.77,0.62,0.77,0.76,0.76,0.75,0.71,0.72,0.59,0.65,LB,DEF,0
Lucas Digne,LB,France,0.79,0.73,0.68,0.78,0.76,0.76,0.74,0.76,0.7,0.72,0.78,0.77,0.76,0.69,0.8,0.8,0.77,0.78,0.76,0.75,0.71,0.81,LB,DEF,0
Axel Disasi,CB,France,0.79,0.57,0.48,0.6,0.59,0.8,0.81,0.48,0.64,0.43,0.4,0.67,0.78,0.88,0.71,0.82,0.81,0.78,0.8,0.8,0.8,0.7,CB,DEF,3
Alexander Djiku,CB,Ghana,0.79,0.75,0.43,0.67,0.69,0.79,0.81,0.73,0.77,0.68,0.65,0.75,0.76,0.82,0.77,0.88,0.78,0.77,0.81,0.79,0.77,0.61,CB,DEF,0
Lewis Dunk,CB,England,0.79,0.41,0.52,0.68,0.65,0.8,0.8,0.33,0.47,0.34,0.38,0.75,0.79,0.84,0.7,0.77,0.8,0.78,0.8,0.79,0.81,0.72,CB,DEF,3
Aritz Elustondo,RB,Spain,0.79,0.64,0.39,0.64,0.61,0.8,0.77,0.6,0.67,0.58,0.56,0.77,0.84,0.77,0.7,0.82,0.79,0.78,0.81,0.82,0.8,0.44,RB,DEF,0
Lutsharel Geertruida,CB,Holland,0.79,0.75,0.57,0.7,0.76,0.79,0.78,0.77,0.73,0.73,0.72,0.78,0.76,0.8,0.77,0.89,0.82,0.78,0.77,0.78,0.8,0.55,CB,DEF,0
Robin Gosens,LB,Germany,0.79,0.72,0.74,0.73,0.75,0.76,0.8,0.76,0.69,0.71,0.67,0.77,0.79,0.76,0.87,0.88,0.77,0.8,0.73,0.76,0.79,0.76,LB,DEF,0
Hiroki Ito,CB,Japan,0.79,0.77,0.57,0.71,0.72,0.8,0.75,0.78,0.76,0.67,0.7,0.77,0.83,0.78,0.69,0.86,0.78,0.77,0.83,0.81,0.74,0.78,CB,DEF,0
Lukas Klostermann,CB,Germany,0.79,0.82,0.5,0.64,0.7,0.81,0.76,0.81,0.82,0.63,0.6,0.72,0.81,0.77,0.74,0.89,0.81,0.85,0.82,0.8,0.77,0.58,CB,DEF,0
Robin Koch,CB,Germany,0.79,0.65,0.38,0.61,0.65,0.8,0.76,0.55,0.73,0.61,0.53,0.72,0.79,0.79,0.66,0.8,0.82,0.78,0.79,0.78,0.79,0.56,CB,DEF,0
Sead Kolašinac,CB,Bosnia and Herzegovina,0.79,0.64,0.63,0.67,0.68,0.79,0.83,0.59,0.68,0.57,0.53,0.72,0.79,0.88,0.7,0.82,0.8,0.79,0.8,0.78,0.74,0.75,CB,DEF,0
Manuel Lazzari,RB,Italy,0.79,0.93,0.62,0.76,0.82,0.7,0.66,0.92,0.93,0.89,0.89,0.81,0.78,0.56,0.85,0.66,0.75,0.69,0.72,0.73,0.44,0.53,RB,DEF,0
Philipp Lienhart,CB,Austria,0.79,0.69,0.28,0.59,0.64,0.81,0.75,0.62,0.74,0.63,0.62,0.69,0.78,0.78,0.66,0.85,0.8,0.77,0.83,0.8,0.84,0.29,CB,DEF,0
Castello Lukeba,CB,France,0.79,0.7,0.43,0.68,0.73,0.8,0.73,0.71,0.69,0.7,0.68,0.74,0.79,0.76,0.63,0.84,0.82,0.81,0.79,0.79,0.76,0.55,CB,DEF,0
Ian Maatsen,LB,Holland,0.79,0.86,0.65,0.75,0.81,0.72,0.63,0.88,0.85,0.86,0.86,0.81,0.78,0.52,0.74,0.7,0.72,0.78,0.72,0.74,0.58,0.72,LB,DEF,0
Pablo Maffeo,RB,Argentina,0.79,0.82,0.52,0.7,0.79,0.76,0.7,0.85,0.8,0.75,0.81,0.8,0.73,0.7,0.71,0.81,0.82,0.78,0.74,0.71,0.7,0.57,RB,DEF,0
Arnau Martínez,RB,Spain,0.79,0.8,0.5,0.72,0.74,0.74,0.7,0.82,0.78,0.75,0.66,0.76,0.79,0.66,0.78,0.82,0.77,0.76,0.7,0.74,0.74,0.56,RB,DEF,0
Adam Marušić,LB,Montenegro,0.79,0.87,0.66,0.67,0.74,0.76,0.8,0.86,0.87,0.64,0.76,0.76,0.76,0.81,0.8,0.92,0.76,0.75,0.75,0.76,0.76,0.79,LB,DEF,0
Chancel Mbemba,CB,Congo DR,0.79,0.73,0.57,0.65,0.68,0.8,0.81,0.7,0.75,0.66,0.64,0.72,0.77,0.82,0.77,0.86,0.82,0.8,0.79,0.78,0.79,0.76,CB,DEF,0
Nikola Milenković,CB,Serbia,0.79,0.58,0.45,0.62,0.62,0.79,0.82,0.63,0.53,0.42,0.33,0.7,0.76,0.84,0.77,0.87,0.81,0.78,0.78,0.78,0.83,0.6,CB,DEF,3
Tyrone Mings,CB,England,0.79,0.64,0.44,0.67,0.64,0.78,0.8,0.55,0.72,0.34,0.46,0.67,0.76,0.86,0.62,0.83,0.78,0.8,0.79,0.77,0.77,0.61,CB,DEF,0
Maximilian Mittelstädt,LB,Germany,0.79,0.74,0.62,0.72,0.77,0.77,0.72,0.79,0.69,0.76,0.78,0.77,0.79,0.66,0.8,0.76,0.79,0.72,0.76,0.83,0.66,0.74,LB,DEF,0
Álex Moreno,LB,Spain,0.79,0.79,0.66,0.74,0.77,0.76,0.68,0.8,0.78,0.83,0.79,0.77,0.79,0.6,0.76,0.74,0.78,0.75,0.77,0.76,0.63,0.63,LB,DEF,0
Nordi Mukiele,RB,France,0.79,0.77,0.49,0.68,0.71,0.8,0.8,0.76,0.78,0.65,0.65,0.74,0.72,0.79,0.79,0.85,0.83,0.81,0.79,0.81,0.72,0.67,RB,DEF,0
Ethan Pinnock,CB,Jamaica,0.79,0.67,0.36,0.56,0.61,0.81,0.83,0.65,0.69,0.48,0.53,0.64,0.77,0.86,0.77,0.86,0.82,0.79,0.81,0.8,0.78,0.52,CB,DEF,0
Antonee Robinson,LB,United States,0.79,0.88,0.46,0.71,0.77,0.74,0.77,0.87,0.89,0.79,0.71,0.74,0.75,0.73,0.81,0.82,0.76,0.74,0.73,0.8,0.63,0.46,LB,DEF,0
Julian Ryerson,RB,Norway,0.79,0.75,0.63,0.7,0.76,0.76,0.8,0.78,0.73,0.76,0.77,0.76,0.77,0.78,0.83,0.73,0.74,0.8,0.81,0.74,0.62,0.73,RB,DEF,0
Perr Schuurs,CB,Holland,0.79,0.69,0.64,0.74,0.69,0.81,0.74,0.61,0.76,0.62,0.34,0.75,0.75,0.76,0.73,0.79,0.83,0.8,0.8,0.82,0.75,0.85,CB,DEF,0
Mário Rui,LB,Portugal,0.79,0.8,0.56,0.77,0.8,0.74,0.68,0.81,0.79,0.87,0.87,0.8,0.76,0.55,0.83,0.71,0.76,0.75,0.74,0.78,0.6,0.69,LB,DEF,0
Wilfried Singo,CB,Côte d'Ivoire,0.79,0.77,0.57,0.7,0.73,0.77,0.83,0.7,0.83,0.66,0.6,0.74,0.79,0.85,0.78,0.87,0.8,0.78,0.74,0.75,0.77,0.72,CB,DEF,0
António Silva,CB,Portugal,0.79,0.8,0.37,0.64,0.69,0.79,0.8,0.78,0.81,0.57,0.58,0.73,0.79,0.83,0.83,0.83,0.81,0.78,0.8,0.78,0.77,0.6,CB,DEF,0
Kieran Tierney,LB,Scotland,0.79,0.8,0.6,0.75,0.77,0.76,0.75,0.78,0.82,0.76,0.74,0.76,0.79,0.71,0.77,0.76,0.78,0.77,0.78,0.77,0.59,0.79,LB,DEF,0
Jurriën Timber,CB,Holland,0.79,0.78,0.47,0.67,0.76,0.8,0.78,0.78,0.78,0.73,0.74,0.77,0.78,0.82,0.74,0.84,0.82,0.76,0.83,0.82,0.68,0.58,CB,DEF,0
Rafael Tolói,CB,Italy,0.79,0.61,0.52,0.58,0.64,0.81,0.79,0.57,0.64,0.59,0.66,0.7,0.78,0.78,0.77,0.82,0.82,0.79,0.8,0.8,0.82,0.75,CB,DEF,0
Aaron Wan-Bissaka,RB,England,0.79,0.82,0.51,0.68,0.77,0.77,0.72,0.78,0.85,0.78,0.7,0.73,0.77,0.71,0.73,0.72,0.8,0.88,0.77,0.81,0.5,0.7,RB,DEF,0
Davide Zappacosta,LB,Italy,0.79,0.76,0.68,0.74,0.75,0.76,0.7,0.77,0.75,0.69,0.67,0.75,0.73,0.63,0.79,0.75,0.77,0.78,0.75,0.77,0.69,0.78,LB,DEF,0
Oleksandr Zinchenko,LB,Ukraine,0.79,0.66,0.66,0.83,0.82,0.76,0.69,0.73,0.61,0.79,0.79,0.83,0.79,0.63,0.77,0.74,0.78,0.77,0.75,0.78,0.7,0.78,LB,DEF,0
Saud Abdulhamid,RB,Saudi Arabia,0.78,0.92,0.46,0.67,0.72,0.71,0.77,0.91,0.92,0.82,0.87,0.66,0.72,0.7,0.94,0.73,0.76,0.7,0.69,0.74,0.61,0.53,RB,DEF,0
Tosin Adarabioyo,CB,England,0.78,0.72,0.35,0.63,0.63,0.78,0.78,0.66,0.77,0.42,0.44,0.77,0.76,0.82,0.68,0.85,0.81,0.77,0.78,0.77,0.76,0.5,CB,DEF,0
Joseph Aidoo,CB,Ghana,0.78,0.75,0.27,0.47,0.5,0.77,0.88,0.69,0.79,0.68,0.68,0.58,0.73,0.91,0.81,0.89,0.78,0.76,0.74,0.81,0.77,0.5,CB,DEF,0
Benoît Badiashile,CB,France,0.78,0.62,0.47,0.67,0.6,0.78,0.77,0.55,0.67,0.5,0.45,0.67,0.76,0.83,0.65,0.82,0.81,0.77,0.77,0.77,0.77,0.65,CB,DEF,0
Ricardo Pereira,RB,Portugal,0.78,0.73,0.66,0.76,0.77,0.77,0.71,0.76,0.71,0.76,0.78,0.78,0.78,0.69,0.68,0.77,0.79,0.78,0.78,0.76,0.69,0.72,RB,DEF,0
Melvin Bard,LB,France,0.78,0.78,0.52,0.69,0.74,0.75,0.76,0.77,0.79,0.73,0.8,0.75,0.75,0.74,0.8,0.76,0.78,0.75,0.76,0.76,0.59,0.7,LB,DEF,0
Marc Bartra,CB,Spain,0.78,0.68,0.61,0.71,0.72,0.78,0.75,0.68,0.68,0.67,0.7,0.75,0.81,0.77,0.67,0.84,0.79,0.8,0.77,0.79,0.78,0.73,CB,DEF,0
Ramy Bensebaini,LB,Algeria,0.78,0.75,0.7,0.7,0.75,0.78,0.77,0.71,0.79,0.67,0.67,0.75,0.76,0.78,0.71,0.86,0.85,0.8,0.72,0.75,0.77,0.7,LB,DEF,0
Olivier Boscagli,CB,France,0.78,0.67,0.5,0.75,0.76,0.8,0.75,0.69,0.65,0.72,0.71,0.81,0.78,0.75,0.76,0.82,0.79,0.78,0.81,0.8,0.77,0.73,CB,DEF,0
Lilian Brassier,CB,France,0.78,0.69,0.37,0.65,0.69,0.79,0.75,0.66,0.71,0.6,0.56,0.74,0.76,0.78,0.71,0.83,0.82,0.78,0.79,0.76,0.77,0.56,CB,DEF,0
Dan Burn,CB,England,0.78,0.42,0.36,0.67,0.63,0.77,0.84,0.34,0.49,0.32,0.3,0.67,0.76,0.89,0.76,0.7,0.78,0.77,0.78,0.75,0.78,0.6,CB,DEF,3
Nélson Semedo,RB,Portugal,0.78,0.8,0.56,0.69,0.78,0.74,0.73,0.79,0.8,0.8,0.76,0.79,0.76,0.69,0.78,0.74,0.79,0.76,0.73,0.76,0.58,0.73,RB,DEF,0
Riccardo Calafiori,CB,Italy,0.78,0.69,0.65,0.7,0.72,0.78,0.77,0.68,0.69,0.69,0.69,0.77,0.78,0.78,0.73,0.82,0.8,0.79,0.76,0.81,0.75,0.75,CB,DEF,0
Trevoh Chalobah,CB,England,0.78,0.67,0.5,0.67,0.67,0.78,0.78,0.64,0.7,0.51,0.57,0.76,0.76,0.83,0.7,0.84,0.8,0.78,0.78,0.78,0.76,0.63,CB,DEF,0
Murillo,CB,Brazil,0.78,0.72,0.43,0.61,0.67,0.78,0.82,0.74,0.71,0.63,0.62,0.69,0.76,0.9,0.67,0.82,0.79,0.78,0.78,0.77,0.75,0.7,CB,DEF,0
Vladimír Coufal,RB,Czech Republic,0.78,0.65,0.56,0.72,0.73,0.77,0.8,0.68,0.63,0.64,0.76,0.75,0.77,0.75,0.85,0.76,0.81,0.77,0.77,0.76,0.7,0.66,RB,DEF,0
Ousmane Diomande,CB,Côte d'Ivoire,0.78,0.8,0.26,0.53,0.73,0.77,0.83,0.78,0.82,0.63,0.71,0.77,0.78,0.86,0.76,0.89,0.81,0.78,0.76,0.72,0.74,0.4,CB,DEF,0
Berat Djimsiti,CB,Albania,0.78,0.65,0.39,0.59,0.48,0.8,0.79,0.63,0.66,0.4,0.45,0.64,0.74,0.8,0.73,0.86,0.8,0.77,0.8,0.79,0.83,0.52,CB,DEF,3
Danilho Doekhi,CB,Holland,0.78,0.58,0.42,0.59,0.65,0.78,0.8,0.57,0.58,0.64,0.59,0.69,0.76,0.86,0.68,0.86,0.79,0.74,0.79,0.75,0.83,0.61,CB,DEF,0
Alfonso Espino,LB,Uruguay,0.78,0.87,0.63,0.68,0.73,0.75,0.82,0.88,0.86,0.73,0.77,0.69,0.66,0.78,0.9,0.84,0.78,0.76,0.72,0.8,0.62,0.8,LB,DEF,0
Wesley Fofana,CB,France,0.78,0.67,0.4,0.6,0.65,0.8,0.75,0.54,0.77,0.53,0.55,0.7,0.72,0.8,0.59,0.78,0.81,0.8,0.8,0.8,0.75,0.48,CB,DEF,0
Przemysław Frankowski,RB,Poland,0.78,0.9,0.72,0.75,0.76,0.7,0.73,0.93,0.88,0.75,0.75,0.77,0.78,0.69,0.84,0.79,0.72,0.68,0.7,0.73,0.59,0.73,RB,DEF,0
Eric García,CB,Spain,0.78,0.62,0.44,0.7,0.7,0.8,0.71,0.55,0.68,0.64,0.56,0.76,0.78,0.72,0.65,0.75,0.81,0.78,0.8,0.8,0.75,0.51,CB,DEF,0
Fran García,LB,Spain,0.78,0.89,0.49,0.69,0.77,0.71,0.69,0.9,0.89,0.84,0.91,0.77,0.72,0.65,0.8,0.75,0.79,0.76,0.66,0.74,0.54,0.63,LB,DEF,0
Federico Gatti,CB,Italy,0.78,0.75,0.37,0.51,0.61,0.8,0.76,0.73,0.77,0.56,0.59,0.66,0.73,0.78,0.67,0.87,0.81,0.78,0.8,0.78,0.8,0.58,CB,DEF,0
Ismaily,LB,Brazil,0.78,0.76,0.64,0.73,0.78,0.73,0.75,0.78,0.75,0.7,0.83,0.79,0.77,0.75,0.86,0.77,0.74,0.72,0.75,0.78,0.58,0.75,LB,DEF,0
Jonathan Gradit,CB,France,0.78,0.69,0.29,0.63,0.69,0.78,0.79,0.71,0.68,0.64,0.68,0.71,0.78,0.79,0.77,0.84,0.8,0.78,0.78,0.77,0.74,0.48,CB,DEF,0
Christian Günter,LB,Germany,0.78,0.78,0.58,0.7,0.71,0.74,0.82,0.76,0.79,0.64,0.63,0.71,0.77,0.82,0.83,0.82,0.75,0.74,0.74,0.76,0.65,0.74,LB,DEF,0
Isak Hien,CB,Sweden,0.78,0.7,0.37,0.49,0.56,0.78,0.78,0.63,0.75,0.48,0.47,0.61,0.73,0.9,0.51,0.84,0.79,0.74,0.8,0.79,0.73,0.49,CB,DEF,3
Pierre Kalulu,CB,France,0.78,0.78,0.5,0.68,0.69,0.79,0.74,0.75,0.8,0.68,0.69,0.74,0.78,0.74,0.69,0.85,0.8,0.79,0.8,0.78,0.76,0.66,CB,DEF,0
Rick Karsdorp,RB,Holland,0.78,0.81,0.63,0.74,0.76,0.73,0.8,0.76,0.85,0.68,0.67,0.78,0.76,0.8,0.79,0.82,0.75,0.73,0.7,0.76,0.69,0.75,RB,DEF,0
Victor Lindelöf,CB,Sweden,0.78,0.52,0.51,0.73,0.72,0.8,0.74,0.51,0.53,0.62,0.6,0.77,0.78,0.76,0.69,0.75,0.81,0.78,0.8,0.83,0.75,0.72,CB,DEF,0
Tino Livramento,RB,England,0.78,0.83,0.5,0.7,0.79,0.74,0.73,0.82,0.83,0.76,0.78,0.78,0.75,0.7,0.78,0.75,0.79,0.74,0.73,0.76,0.56,0.6,RB,DEF,0
Joakim Mæhle,RB,Denmark,0.78,0.76,0.57,0.71,0.74,0.73,0.78,0.78,0.75,0.7,0.64,0.77,0.76,0.74,0.88,0.78,0.74,0.75,0.74,0.75,0.61,0.65,RB,DEF,0
Konstantinos Mavropanos,CB,Greece,0.78,0.74,0.56,0.54,0.59,0.79,0.82,0.67,0.8,0.52,0.34,0.6,0.72,0.91,0.65,0.83,0.81,0.76,0.75,0.8,0.81,0.77,CB,DEF,0
Ben Mee,CB,England,0.78,0.45,0.42,0.54,0.57,0.82,0.76,0.47,0.44,0.56,0.61,0.61,0.76,0.77,0.65,0.86,0.82,0.79,0.83,0.8,0.82,0.6,CB,DEF,3
Rodrigo Becão,CB,Brazil,0.78,0.54,0.33,0.56,0.56,0.79,0.79,0.54,0.54,0.51,0.48,0.61,0.75,0.84,0.67,0.82,0.8,0.76,0.8,0.79,0.8,0.44,CB,DEF,3
Marcão,CB,Brazil,0.78,0.63,0.36,0.6,0.7,0.78,0.85,0.63,0.63,0.61,0.61,0.74,0.79,0.83,0.85,0.79,0.78,0.76,0.8,0.79,0.7,0.52,CB,DEF,0
Victor Nelsson,CB,Denmark,0.78,0.63,0.43,0.6,0.67,0.8,0.84,0.59,0.66,0.64,0.73,0.69,0.77,0.85,0.83,0.83,0.81,0.8,0.83,0.79,0.65,0.6,CB,DEF,0
Caio Henrique,LB,Brazil,0.78,0.77,0.58,0.78,0.78,0.72,0.66,0.76,0.78,0.71,0.74,0.81,0.74,0.58,0.78,0.71,0.75,0.73,0.72,0.73,0.62,0.64,LB,DEF,0
Willian Pacho,CB,Ecuador,0.78,0.79,0.32,0.58,0.61,0.79,0.79,0.78,0.79,0.63,0.6,0.68,0.79,0.84,0.69,0.88,0.82,0.76,0.79,0.78,0.71,0.41,CB,DEF,0
Emerson,LB,Italy,0.78,0.79,0.63,0.75,0.78,0.73,0.65,0.78,0.79,0.72,0.75,0.8,0.75,0.59,0.76,0.71,0.75,0.75,0.74,0.76,0.6,0.8,LB,DEF,0
Pedraza,LB,Spain,0.78,0.79,0.72,0.72,0.76,0.74,0.75,0.8,0.79,0.76,0.68,0.76,0.75,0.74,0.81,0.8,0.77,0.75,0.74,0.72,0.67,0.78,LB,DEF,0
Stefan Posch,RB,Austria,0.78,0.75,0.55,0.68,0.65,0.79,0.75,0.71,0.78,0.36,0.6,0.72,0.75,0.77,0.7,0.86,0.8,0.79,0.79,0.77,0.8,0.63,RB,DEF,0
Matheus Reis,CB,Brazil,0.78,0.77,0.55,0.7,0.77,0.78,0.83,0.76,0.78,0.76,0.59,0.77,0.76,0.83,0.82,0.84,0.78,0.78,0.8,0.79,0.7,0.65,CB,DEF,0
Thierry Correia,RB,Portugal,0.78,0.92,0.5,0.7,0.77,0.72,0.71,0.92,0.92,0.75,0.72,0.76,0.75,0.69,0.74,0.79,0.76,0.74,0.73,0.72,0.58,0.55,RB,DEF,0
Diego Rico,LB,Spain,0.78,0.73,0.55,0.78,0.73,0.77,0.77,0.72,0.74,0.63,0.74,0.75,0.75,0.8,0.72,0.83,0.77,0.74,0.78,0.81,0.71,0.76,LB,DEF,0
Giorgio Scalvini,CB,Italy,0.78,0.55,0.35,0.57,0.61,0.8,0.73,0.56,0.55,0.48,0.42,0.7,0.77,0.75,0.64,0.75,0.82,0.8,0.79,0.81,0.73,0.57,CB,DEF,3
Marcos Senesi,CB,Argentina,0.78,0.57,0.42,0.7,0.72,0.79,0.77,0.64,0.51,0.65,0.6,0.75,0.76,0.78,0.7,0.82,0.79,0.79,0.79,0.79,0.76,0.55,CB,DEF,0
Çağlar Söyüncü,CB,Turkey,0.78,0.69,0.47,0.59,0.65,0.77,0.78,0.61,0.75,0.61,0.55,0.68,0.77,0.82,0.63,0.83,0.78,0.75,0.77,0.77,0.76,0.65,CB,DEF,0
Nicolás Tagliafico,LB,Argentina,0.78,0.76,0.56,0.7,0.75,0.76,0.79,0.78,0.74,0.78,0.83,0.76,0.74,0.75,0.83,0.87,0.76,0.77,0.76,0.77,0.77,0.65,LB,DEF,0
James Tavernier,RB,England,0.78,0.81,0.72,0.79,0.76,0.7,0.8,0.78,0.84,0.76,0.84,0.77,0.75,0.79,0.89,0.82,0.72,0.7,0.68,0.72,0.68,0.79,RB,DEF,0
Jordan Teze,RB,Holland,0.78,0.78,0.49,0.7,0.68,0.77,0.78,0.76,0.79,0.7,0.74,0.68,0.77,0.81,0.74,0.8,0.77,0.75,0.78,0.76,0.75,0.62,RB,DEF,0
Malick Thiaw,CB,Germany,0.78,0.73,0.47,0.69,0.72,0.77,0.78,0.72,0.73,0.67,0.61,0.77,0.78,0.82,0.68,0.88,0.78,0.77,0.75,0.79,0.78,0.56,CB,DEF,0
Takehiro Tomiyasu,RB,Japan,0.78,0.69,0.33,0.67,0.72,0.8,0.8,0.7,0.69,0.69,0.67,0.74,0.78,0.82,0.77,0.84,0.82,0.81,0.81,0.78,0.74,0.42,RB,DEF,0
Gernot Trauner,CB,Austria,0.78,0.56,0.57,0.67,0.67,0.79,0.8,0.52,0.6,0.61,0.6,0.7,0.7,0.85,0.7,0.84,0.8,0.78,0.81,0.74,0.81,0.68,CB,DEF,0
Jan Vertonghen,CB,Belgium,0.78,0.58,0.61,0.71,0.67,0.8,0.79,0.6,0.56,0.54,0.58,0.7,0.7,0.82,0.74,0.9,0.79,0.82,0.82,0.79,0.77,0.76,CB,DEF,0
Leny Yoro,CB,France,0.78,0.73,0.41,0.59,0.61,0.79,0.73,0.65,0.79,0.55,0.61,0.68,0.79,0.75,0.69,0.81,0.82,0.8,0.77,0.79,0.76,0.51,CB,DEF,0
Kurt Zouma,CB,France,0.78,0.52,0.51,0.61,0.56,0.78,0.82,0.5,0.54,0.47,0.49,0.62,0.76,0.92,0.62,0.86,0.78,0.77,0.79,0.77,0.82,0.63,CB,DEF,3
Emmanuel Agbadou,CB,Côte d'Ivoire,0.77,0.63,0.47,0.55,0.6,0.76,0.83,0.54,0.71,0.51,0.4,0.63,0.75,0.9,0.68,0.84,0.77,0.69,0.75,0.76,0.78,0.61,CB,DEF,3
