Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,att_cluster
Omar Marmoush,ST,Egypt,0.79,0.89,0.78,0.66,0.83,0.32,0.71,0.86,0.91,0.9,0.82,0.82,0.76,0.68,0.75,0.8,0.3,0.21,0.26,0.34,0.67,0.79,ST,ATT,3
Jean-Philippe Mateta,ST,France,0.79,0.76,0.78,0.63,0.73,0.39,0.82,0.68,0.83,0.54,0.48,0.77,0.76,0.89,0.66,0.87,0.34,0.26,0.35,0.41,0.76,0.82,ST,ATT,3
Borja Mayoral,ST,Spain,0.79,0.71,0.8,0.71,0.77,0.39,0.67,0.7,0.72,0.73,0.74,0.8,0.77,0.72,0.66,0.85,0.29,0.24,0.4,0.37,0.84,0.8,ST,ATT,3
Gonçalo Ramos,ST,Portugal,0.79,0.76,0.77,0.64,0.77,0.47,0.81,0.77,0.75,0.77,0.75,0.78,0.81,0.79,0.85,0.89,0.47,0.34,0.43,0.44,0.8,0.82,ST,ATT,3
Gianluca Scamacca,ST,Italy,0.79,0.65,0.81,0.67,0.74,0.36,0.74,0.61,0.69,0.61,0.59,0.8,0.76,0.85,0.61,0.87,0.28,0.2,0.4,0.26,0.83,0.83,ST,ATT,4
Benjamin Šeško,ST,Slovenia,0.79,0.85,0.78,0.63,0.77,0.46,0.78,0.79,0.89,0.74,0.69,0.79,0.71,0.83,0.78,0.93,0.42,0.35,0.45,0.39,0.81,0.81,ST,ATT,3
Martin Terrier,ST,France,0.79,0.82,0.8,0.75,0.79,0.36,0.72,0.81,0.83,0.72,0.71,0.82,0.76,0.75,0.75,0.86,0.31,0.34,0.34,0.27,0.75,0.79,ST,ATT,3
Yoane Wissa,LW,Congo DR,0.79,0.85,0.79,0.7,0.79,0.29,0.71,0.83,0.87,0.83,0.73,0.8,0.76,0.68,0.78,0.78,0.24,0.19,0.25,0.31,0.66,0.76,LW,ATT,3
Joshua Zirkzee,ST,Holland,0.79,0.73,0.77,0.72,0.83,0.37,0.73,0.74,0.73,0.84,0.61,0.86,0.78,0.82,0.69,0.85,0.3,0.28,0.4,0.28,0.73,0.76,ST,ATT,3
Tammy Abraham,ST,England,0.78,0.78,0.76,0.65,0.75,0.36,0.77,0.75,0.81,0.61,0.53,0.78,0.8,0.85,0.66,0.92,0.29,0.2,0.4,0.25,0.81,0.8,ST,ATT,4
Amine Adli,ST,Morocco,0.78,0.83,0.76,0.69,0.82,0.42,0.74,0.87,0.8,0.86,0.83,0.82,0.76,0.7,0.79,0.92,0.38,0.35,0.44,0.3,0.74,0.79,ST,ATT,3
Miguel Almirón,RW,Paraguay,0.78,0.87,0.75,0.73,0.8,0.57,0.65,0.89,0.86,0.86,0.69,0.79,0.77,0.52,0.88,0.62,0.59,0.49,0.62,0.59,0.43,0.78,RW,ATT,3
Michail Antonio,ST,Jamaica,0.78,0.77,0.74,0.72,0.76,0.54,0.82,0.74,0.79,0.65,0.74,0.76,0.81,0.86,0.7,0.93,0.56,0.53,0.48,0.45,0.84,0.78,ST,ATT,3
Cristian Arango,ST,Colombia,0.78,0.75,0.79,0.71,0.77,0.36,0.74,0.77,0.74,0.75,0.68,0.79,0.78,0.76,0.74,0.88,0.28,0.16,0.44,0.23,0.77,0.78,ST,ATT,3
Maximilian Beier,ST,Germany,0.78,0.89,0.79,0.65,0.79,0.26,0.6,0.88,0.89,0.83,0.77,0.79,0.79,0.52,0.83,0.74,0.21,0.17,0.22,0.22,0.67,0.8,ST,ATT,4
Andrea Belotti,ST,Italy,0.78,0.69,0.77,0.58,0.75,0.38,0.8,0.66,0.71,0.72,0.77,0.75,0.79,0.81,0.72,0.88,0.23,0.32,0.44,0.31,0.84,0.8,ST,ATT,3
Saïd Benrahma,LW,Algeria,0.78,0.73,0.75,0.75,0.82,0.4,0.57,0.78,0.69,0.85,0.83,0.82,0.75,0.53,0.7,0.61,0.35,0.36,0.45,0.4,0.47,0.85,LW,ATT,3
Mergim Berisha,ST,Germany,0.78,0.71,0.79,0.72,0.75,0.37,0.72,0.73,0.69,0.69,0.66,0.78,0.78,0.76,0.66,0.83,0.32,0.26,0.38,0.32,0.73,0.83,ST,ATT,3
Veljko Birmančević,RW,Serbia,0.78,0.78,0.73,0.74,0.81,0.38,0.59,0.81,0.76,0.88,0.78,0.79,0.77,0.57,0.76,0.65,0.35,0.38,0.36,0.39,0.47,0.7,RW,ATT,3
Ante Budimir,ST,Croatia,0.78,0.59,0.79,0.52,0.74,0.35,0.77,0.54,0.63,0.53,0.33,0.81,0.75,0.83,0.63,0.86,0.35,0.27,0.29,0.24,0.87,0.77,ST,ATT,1
Ayoub El Kaabi,ST,Morocco,0.78,0.8,0.8,0.61,0.74,0.46,0.7,0.78,0.82,0.73,0.72,0.77,0.69,0.75,0.68,0.88,0.44,0.42,0.4,0.41,0.8,0.8,ST,ATT,3
Levi García,ST,Trinidad and Tobago,0.78,0.89,0.77,0.71,0.81,0.35,0.82,0.88,0.89,0.79,0.85,0.8,0.73,0.87,0.78,0.95,0.3,0.28,0.31,0.3,0.77,0.78,ST,ATT,3
Ryan Gauld,LW,Scotland,0.78,0.84,0.67,0.77,0.82,0.51,0.54,0.84,0.84,0.9,0.92,0.79,0.78,0.38,0.87,0.64,0.55,0.4,0.45,0.55,0.62,0.69,LW,ATT,3
Michael Gregoritsch,ST,Austria,0.78,0.53,0.79,0.7,0.7,0.42,0.76,0.54,0.53,0.53,0.52,0.78,0.81,0.85,0.71,0.85,0.4,0.38,0.36,0.33,0.85,0.84,ST,ATT,1
Abderrazak Hamdallah,ST,Morocco,0.78,0.61,0.79,0.7,0.75,0.31,0.79,0.55,0.66,0.74,0.46,0.74,0.82,0.8,0.83,0.75,0.25,0.2,0.3,0.2,0.81,0.78,ST,ATT,4
Lukáš Haraslín,LW,Slovakia,0.78,0.8,0.74,0.73,0.81,0.4,0.59,0.79,0.81,0.87,0.83,0.8,0.77,0.61,0.68,0.72,0.41,0.48,0.33,0.33,0.59,0.74,LW,ATT,3
Cucho Hernández,ST,Colombia,0.78,0.83,0.77,0.73,0.78,0.42,0.77,0.86,0.8,0.79,0.8,0.78,0.76,0.75,0.79,0.87,0.43,0.4,0.44,0.23,0.74,0.75,ST,ATT,3
Rasmus Højlund,ST,Denmark,0.78,0.85,0.77,0.59,0.74,0.33,0.84,0.84,0.86,0.64,0.62,0.76,0.77,0.87,0.78,0.91,0.28,0.19,0.32,0.28,0.71,0.84,ST,ATT,4
Hwang Hee Chan,ST,Korea Republic,0.78,0.84,0.77,0.7,0.78,0.39,0.74,0.88,0.81,0.87,0.76,0.76,0.8,0.74,0.77,0.84,0.36,0.25,0.39,0.37,0.68,0.78,ST,ATT,3
Borja Iglesias,ST,Spain,0.78,0.62,0.8,0.66,0.74,0.4,0.77,0.61,0.63,0.56,0.67,0.79,0.8,0.84,0.65,0.85,0.36,0.27,0.4,0.32,0.8,0.83,ST,ATT,3
Lorenzo Insigne,LW,Italy,0.78,0.79,0.77,0.79,0.81,0.36,0.44,0.83,0.76,0.84,0.9,0.81,0.73,0.34,0.67,0.6,0.2,0.22,0.52,0.3,0.59,0.79,LW,ATT,7
Moise Kean,ST,Italy,0.78,0.84,0.76,0.58,0.76,0.4,0.75,0.82,0.85,0.78,0.79,0.75,0.72,0.78,0.77,0.91,0.36,0.3,0.4,0.31,0.79,0.84,ST,ATT,3
Kodjo Fo-Doh Laba,ST,Togo,0.78,0.77,0.78,0.64,0.7,0.25,0.83,0.77,0.77,0.76,0.65,0.71,0.78,0.85,0.87,0.94,0.15,0.21,0.21,0.19,0.82,0.78,ST,ATT,4
Gaëtan Laborde,RW,France,0.78,0.7,0.79,0.76,0.79,0.4,0.79,0.71,0.7,0.79,0.63,0.81,0.78,0.76,0.88,0.88,0.34,0.23,0.38,0.36,0.84,0.82,RW,ATT,3
Armand Laurienté,LW,France,0.78,0.8,0.76,0.75,0.8,0.35,0.61,0.78,0.82,0.72,0.87,0.79,0.78,0.59,0.75,0.64,0.4,0.43,0.28,0.27,0.45,0.81,LW,ATT,3
Hirving Lozano,RW,Mexico,0.78,0.88,0.75,0.71,0.8,0.41,0.58,0.89,0.87,0.85,0.82,0.78,0.81,0.54,0.6,0.73,0.35,0.29,0.42,0.45,0.62,0.75,RW,ATT,3
Arthur Cabral,ST,Brazil,0.78,0.71,0.78,0.64,0.76,0.32,0.79,0.68,0.74,0.71,0.68,0.79,0.76,0.87,0.74,0.88,0.27,0.25,0.27,0.24,0.8,0.78,ST,ATT,4
Luis Muriel,ST,Colombia,0.78,0.85,0.78,0.73,0.82,0.29,0.67,0.84,0.85,0.84,0.84,0.81,0.78,0.72,0.69,0.82,0.27,0.25,0.29,0.16,0.69,0.79,ST,ATT,3
M'Bala Nzola,ST,Angola,0.78,0.88,0.74,0.6,0.75,0.29,0.82,0.86,0.9,0.65,0.63,0.78,0.78,0.9,0.75,0.93,0.24,0.28,0.2,0.29,0.72,0.78,ST,ATT,4
Noah Okafor,ST,Switzerland,0.78,0.88,0.77,0.72,0.83,0.31,0.73,0.89,0.87,0.87,0.71,0.83,0.76,0.82,0.68,0.86,0.25,0.2,0.38,0.2,0.63,0.75,ST,ATT,3
Julian Quiñones,ST,Mexico,0.78,0.88,0.78,0.7,0.78,0.36,0.83,0.88,0.88,0.83,0.68,0.78,0.69,0.89,0.88,0.95,0.46,0.28,0.25,0.21,0.76,0.8,ST,ATT,3
Trincão,RW,Portugal,0.78,0.78,0.77,0.72,0.83,0.39,0.59,0.77,0.78,0.84,0.74,0.84,0.73,0.57,0.69,0.72,0.36,0.34,0.37,0.35,0.66,0.75,RW,ATT,3
Enes Ünal,ST,Turkey,0.78,0.67,0.8,0.68,0.77,0.4,0.8,0.68,0.67,0.68,0.64,0.8,0.77,0.82,0.77,0.86,0.43,0.34,0.34,0.29,0.8,0.81,ST,ATT,3
Jonas Wind,ST,Denmark,0.78,0.48,0.79,0.72,0.77,0.37,0.78,0.66,0.34,0.71,0.69,0.81,0.82,0.82,0.78,0.87,0.29,0.22,0.35,0.35,0.82,0.8,ST,ATT,3
Andrija Živković,RW,Serbia,0.78,0.82,0.74,0.74,0.81,0.57,0.62,0.84,0.8,0.8,0.88,0.81,0.74,0.54,0.74,0.64,0.61,0.53,0.54,0.64,0.47,0.78,RW,ATT,3
Vincent Aboubakar,ST,Cameroon,0.77,0.7,0.79,0.71,0.77,0.36,0.78,0.67,0.72,0.77,0.73,0.76,0.72,0.83,0.7,0.79,0.23,0.19,0.44,0.33,0.77,0.82,ST,ATT,3
Folarin Balogun,ST,United States,0.77,0.84,0.77,0.62,0.77,0.23,0.69,0.82,0.85,0.76,0.76,0.77,0.76,0.73,0.66,0.86,0.15,0.16,0.18,0.18,0.75,0.79,ST,ATT,4
Igor Paixão,LW,Brazil,0.77,0.85,0.73,0.72,0.79,0.32,0.66,0.86,0.84,0.83,0.86,0.79,0.78,0.64,0.75,0.9,0.37,0.29,0.21,0.22,0.74,0.68,LW,ATT,3
Michy Batshuayi,ST,Belgium,0.77,0.78,0.78,0.64,0.75,0.36,0.79,0.76,0.79,0.76,0.71,0.75,0.77,0.84,0.75,0.87,0.31,0.22,0.37,0.29,0.71,0.85,ST,ATT,3
Federico Bernardeschi,RW,Italy,0.77,0.76,0.73,0.77,0.81,0.54,0.67,0.76,0.76,0.82,0.76,0.83,0.69,0.69,0.74,0.71,0.52,0.52,0.57,0.56,0.53,0.8,RW,ATT,3
Jérémie Boga,LW,Côte d'Ivoire,0.77,0.85,0.7,0.72,0.82,0.39,0.64,0.9,0.8,0.88,0.82,0.81,0.68,0.64,0.67,0.77,0.44,0.34,0.28,0.41,0.59,0.8,LW,ATT,3
Dominic Calvert-Lewin,ST,England,0.77,0.75,0.74,0.63,0.73,0.39,0.76,0.68,0.8,0.66,0.64,0.78,0.76,0.82,0.62,0.9,0.31,0.23,0.38,0.35,0.86,0.8,ST,ATT,3
Edinson Cavani,ST,Uruguay,0.77,0.52,0.8,0.68,0.71,0.51,0.71,0.5,0.53,0.61,0.57,0.75,0.82,0.74,0.57,0.79,0.48,0.39,0.45,0.54,0.83,0.83,ST,ATT,3
Thijs Dallinga,ST,Holland,0.77,0.72,0.77,0.65,0.72,0.3,0.67,0.69,0.74,0.53,0.65,0.79,0.78,0.7,0.76,0.82,0.24,0.23,0.23,0.29,0.82,0.75,ST,ATT,4
Arnaut Danjuma,ST,Holland,0.77,0.83,0.75,0.74,0.8,0.44,0.67,0.8,0.86,0.83,0.75,0.79,0.83,0.72,0.63,0.84,0.52,0.47,0.35,0.32,0.72,0.76,ST,ATT,3
Raúl De Tomás,ST,Spain,0.77,0.74,0.76,0.76,0.78,0.4,0.72,0.75,0.73,0.8,0.75,0.78,0.81,0.72,0.67,0.85,0.35,0.32,0.36,0.35,0.8,0.77,ST,ATT,3
Anders Dreyer,RW,Denmark,0.77,0.78,0.78,0.74,0.77,0.42,0.65,0.84,0.73,0.87,0.87,0.75,0.76,0.61,0.8,0.7,0.41,0.4,0.42,0.39,0.5,0.84,RW,ATT,3
Marvin Ducksch,ST,Germany,0.77,0.63,0.78,0.77,0.75,0.35,0.66,0.66,0.6,0.65,0.65,0.81,0.81,0.7,0.64,0.79,0.35,0.22,0.27,0.31,0.76,0.78,ST,ATT,3
Breel Embolo,ST,Switzerland,0.77,0.78,0.77,0.7,0.74,0.51,0.8,0.73,0.82,0.67,0.66,0.75,0.75,0.85,0.68,0.87,0.63,0.38,0.4,0.44,0.73,0.84,ST,ATT,3
Kyogo Furuhashi,ST,Japan,0.77,0.84,0.78,0.67,0.75,0.49,0.65,0.86,0.83,0.91,0.9,0.76,0.81,0.53,0.85,0.77,0.51,0.49,0.45,0.41,0.73,0.8,ST,ATT,3
Gonçalo Guedes,ST,Portugal,0.77,0.83,0.79,0.71,0.81,0.37,0.68,0.82,0.83,0.81,0.75,0.81,0.77,0.71,0.64,0.74,0.34,0.3,0.24,0.5,0.7,0.87,ST,ATT,3
Beto,ST,Portugal,0.77,0.79,0.76,0.58,0.7,0.25,0.85,0.75,0.82,0.54,0.4,0.71,0.79,0.92,0.78,0.92,0.2,0.21,0.17,0.18,0.77,0.82,ST,ATT,4
Thorgan Hazard,LW,Belgium,0.77,0.71,0.74,0.78,0.82,0.53,0.66,0.78,0.65,0.86,0.87,0.82,0.78,0.64,0.76,0.64,0.45,0.53,0.58,0.63,0.42,0.77,LW,ATT,3
Jonathan Ikoné,RW,France,0.77,0.89,0.67,0.72,0.83,0.35,0.58,0.9,0.88,0.93,0.82,0.79,0.73,0.5,0.69,0.61,0.36,0.36,0.32,0.34,0.39,0.73,RW,ATT,7
Fotis Ioannidis,ST,Greece,0.77,0.75,0.76,0.6,0.76,0.25,0.74,0.72,0.77,0.69,0.66,0.78,0.74,0.79,0.72,0.87,0.23,0.24,0.13,0.19,0.77,0.75,ST,ATT,4
Vincent Janssen,ST,Holland,0.77,0.69,0.76,0.69,0.72,0.48,0.88,0.68,0.69,0.63,0.61,0.76,0.81,0.91,0.84,0.86,0.47,0.47,0.45,0.42,0.73,0.82,ST,ATT,3
João Pedro,ST,Brazil,0.77,0.77,0.77,0.67,0.79,0.28,0.62,0.78,0.76,0.8,0.64,0.77,0.76,0.64,0.73,0.82,0.27,0.23,0.2,0.2,0.76,0.78,ST,ATT,4
Saša Kalajdžić,ST,Austria,0.77,0.51,0.75,0.68,0.71,0.46,0.68,0.53,0.49,0.47,0.45,0.78,0.78,0.83,0.53,0.86,0.46,0.47,0.39,0.34,0.87,0.74,ST,ATT,1
Arnaud Kalimuendo,ST,France,0.77,0.8,0.76,0.6,0.78,0.29,0.67,0.82,0.78,0.75,0.86,0.78,0.77,0.72,0.57,0.85,0.21,0.17,0.32,0.23,0.72,0.76,ST,ATT,4
Tim Kleindienst,ST,Germany,0.77,0.67,0.79,0.56,0.68,0.39,0.87,0.59,0.73,0.51,0.52,0.77,0.78,0.86,0.92,0.85,0.34,0.25,0.36,0.35,0.8,0.78,ST,ATT,4
Georges Mikautadze,ST,Georgia,0.77,0.81,0.78,0.72,0.8,0.4,0.71,0.81,0.81,0.87,0.79,0.79,0.76,0.69,0.76,0.77,0.4,0.4,0.39,0.28,0.62,0.77,ST,ATT,3
Rafa Mir,ST,Spain,0.77,0.76,0.77,0.66,0.72,0.45,0.79,0.73,0.79,0.67,0.64,0.74,0.74,0.85,0.74,0.92,0.43,0.35,0.42,0.39,0.81,0.82,ST,ATT,3
Terem Moffi,ST,Nigeria,0.77,0.91,0.77,0.54,0.72,0.26,0.77,0.89,0.93,0.58,0.55,0.75,0.69,0.88,0.66,0.94,0.24,0.2,0.19,0.16,0.74,0.8,ST,ATT,4
Endrick,ST,Brazil,0.77,0.89,0.76,0.61,0.78,0.3,0.64,0.91,0.88,0.86,0.77,0.76,0.77,0.71,0.66,0.85,0.3,0.31,0.24,0.2,0.7,0.79,ST,ATT,4
Youssoufa Moukoko,ST,Germany,0.77,0.77,0.76,0.59,0.8,0.34,0.67,0.82,0.72,0.85,0.85,0.81,0.77,0.69,0.72,0.8,0.31,0.25,0.3,0.32,0.69,0.78,ST,ATT,3
Lukas Nmecha,ST,Germany,0.77,0.76,0.77,0.66,0.77,0.4,0.77,0.76,0.76,0.73,0.72,0.8,0.75,0.79,0.74,0.86,0.33,0.27,0.43,0.37,0.74,0.79,ST,ATT,3
Bruno Petković,ST,Croatia,0.77,0.72,0.74,0.78,0.78,0.4,0.76,0.69,0.75,0.73,0.47,0.84,0.69,0.9,0.68,0.9,0.41,0.29,0.41,0.25,0.79,0.84,ST,ATT,3
Alassane Plea,ST,France,0.77,0.66,0.77,0.79,0.79,0.39,0.71,0.75,0.58,0.8,0.79,0.8,0.78,0.73,0.69,0.82,0.4,0.3,0.29,0.39,0.73,0.79,ST,ATT,3
Yussuf Poulsen,ST,Denmark,0.77,0.72,0.71,0.67,0.74,0.56,0.8,0.77,0.68,0.67,0.54,0.77,0.79,0.8,0.76,0.93,0.59,0.34,0.53,0.54,0.86,0.73,ST,ATT,3
Jonathan Rodríguez,ST,Uruguay,0.77,0.87,0.77,0.65,0.79,0.38,0.76,0.89,0.85,0.86,0.72,0.79,0.79,0.77,0.79,0.89,0.4,0.45,0.23,0.35,0.71,0.8,ST,ATT,3
Umar Sadiq,ST,Nigeria,0.77,0.83,0.76,0.6,0.72,0.3,0.76,0.8,0.86,0.66,0.43,0.75,0.7,0.9,0.71,0.92,0.2,0.19,0.37,0.19,0.74,0.81,ST,ATT,4
Antonio Sanabria,ST,Paraguay,0.77,0.75,0.75,0.69,0.8,0.32,0.6,0.78,0.73,0.82,0.76,0.8,0.75,0.67,0.6,0.83,0.2,0.15,0.42,0.21,0.76,0.78,ST,ATT,4
Marcos Leonardo,ST,Brazil,0.77,0.76,0.77,0.53,0.74,0.26,0.67,0.78,0.75,0.78,0.63,0.76,0.8,0.75,0.75,0.84,0.17,0.2,0.22,0.26,0.73,0.78,ST,ATT,4
Giovanni Simeone,ST,Argentina,0.77,0.71,0.79,0.63,0.73,0.41,0.74,0.73,0.69,0.7,0.72,0.76,0.77,0.74,0.68,0.85,0.38,0.36,0.44,0.24,0.77,0.83,ST,ATT,3
Florian Sotoca,ST,France,0.77,0.73,0.75,0.75,0.73,0.5,0.81,0.69,0.76,0.7,0.51,0.77,0.81,0.8,0.87,0.86,0.46,0.44,0.47,0.49,0.79,0.76,ST,ATT,3
Mathys Tel,ST,France,0.77,0.86,0.8,0.64,0.77,0.29,0.64,0.85,0.87,0.79,0.77,0.77,0.64,0.67,0.67,0.8,0.27,0.32,0.22,0.18,0.7,0.88,ST,ATT,4
Jamie Vardy,ST,England,0.77,0.74,0.78,0.69,0.72,0.52,0.66,0.77,0.71,0.69,0.66,0.76,0.76,0.61,0.61,0.82,0.51,0.53,0.45,0.49,0.78,0.81,ST,ATT,3
Elye Wahi,ST,France,0.77,0.84,0.79,0.67,0.79,0.31,0.67,0.84,0.84,0.8,0.82,0.78,0.75,0.69,0.7,0.8,0.29,0.23,0.25,0.28,0.67,0.8,ST,ATT,3
Wout Weghorst,ST,Holland,0.77,0.59,0.76,0.61,0.68,0.58,0.86,0.51,0.66,0.53,0.4,0.8,0.81,0.9,0.75,0.87,0.64,0.52,0.48,0.54,0.86,0.84,ST,ATT,3
Chuba Akpom,ST,England,0.76,0.77,0.75,0.59,0.71,0.32,0.74,0.77,0.77,0.75,0.66,0.72,0.78,0.78,0.71,0.87,0.31,0.22,0.23,0.29,0.75,0.78,ST,ATT,4
Taiwo Awoniyi,ST,Nigeria,0.76,0.75,0.76,0.6,0.69,0.32,0.79,0.69,0.79,0.55,0.62,0.7,0.76,0.88,0.62,0.88,0.27,0.23,0.25,0.33,0.76,0.82,ST,ATT,4
Carlos Bacca,ST,Colombia,0.76,0.61,0.79,0.64,0.75,0.32,0.62,0.64,0.59,0.66,0.7,0.79,0.72,0.69,0.48,0.76,0.16,0.14,0.4,0.34,0.74,0.84,ST,ATT,4
Musa Barrow,LW,Gambia,0.76,0.84,0.73,0.68,0.76,0.31,0.64,0.82,0.85,0.78,0.57,0.77,0.76,0.69,0.72,0.78,0.2,0.16,0.45,0.2,0.63,0.76,LW,ATT,4
Ihlas Bebou,ST,Togo,0.76,0.85,0.74,0.68,0.78,0.34,0.65,0.86,0.85,0.78,0.74,0.77,0.77,0.69,0.74,0.8,0.35,0.33,0.26,0.31,0.64,0.77,ST,ATT,3
Sheraldo Becker,ST,Suriname,0.76,0.93,0.74,0.7,0.78,0.35,0.69,0.91,0.94,0.78,0.8,0.78,0.78,0.73,0.73,0.84,0.32,0.33,0.21,0.45,0.65,0.77,ST,ATT,3
Miguel Borja,ST,Colombia,0.76,0.77,0.76,0.66,0.71,0.41,0.82,0.75,0.78,0.69,0.56,0.72,0.75,0.88,0.76,0.84,0.39,0.36,0.4,0.32,0.76,0.8,ST,ATT,3
Lucas Boyé,ST,Argentina,0.76,0.69,0.75,0.64,0.78,0.49,0.81,0.68,0.7,0.71,0.68,0.8,0.75,0.88,0.69,0.88,0.45,0.41,0.45,0.52,0.77,0.75,ST,ATT,3
Jonathan Burkardt,ST,Germany,0.76,0.75,0.75,0.67,0.78,0.43,0.76,0.82,0.69,0.76,0.76,0.77,0.76,0.76,0.77,0.84,0.38,0.33,0.45,0.4,0.68,0.76,ST,ATT,3
Hugo Cuypers,ST,Belgium,0.76,0.75,0.76,0.68,0.71,0.44,0.78,0.73,0.77,0.66,0.66,0.74,0.78,0.75,0.9,0.85,0.41,0.36,0.42,0.41,0.76,0.8,ST,ATT,3
Davidson,LW,Brazil,0.76,0.82,0.74,0.7,0.8,0.41,0.73,0.82,0.82,0.84,0.8,0.74,0.74,0.65,0.9,0.77,0.44,0.41,0.37,0.32,0.63,0.77,LW,ATT,3
Kévin Denkey,ST,Togo,0.76,0.75,0.77,0.54,0.72,0.29,0.83,0.73,0.76,0.6,0.66,0.74,0.71,0.89,0.81,0.88,0.22,0.17,0.33,0.18,0.71,0.83,ST,ATT,4
Sofiane Diop,LW,Morocco,0.76,0.7,0.7,0.75,0.81,0.54,0.53,0.73,0.68,0.81,0.84,0.81,0.74,0.37,0.76,0.47,0.58,0.46,0.55,0.56,0.39,0.76,LW,ATT,2
Kasper Dolberg,ST,Denmark,0.76,0.73,0.78,0.66,0.71,0.3,0.68,0.67,0.77,0.7,0.62,0.75,0.72,0.8,0.67,0.82,0.24,0.19,0.28,0.23,0.74,0.8,ST,ATT,4
Hugo Ekitike,ST,France,0.76,0.84,0.75,0.61,0.77,0.25,0.67,0.82,0.86,0.73,0.69,0.8,0.73,0.69,0.66,0.84,0.17,0.16,0.24,0.18,0.74,0.76,ST,ATT,4
Abdul Fatawu,RW,Ghana,0.76,0.84,0.73,0.74,0.78,0.44,0.64,0.87,0.82,0.86,0.86,0.77,0.73,0.59,0.69,0.74,0.48,0.45,0.38,0.39,0.59,0.84,RW,ATT,3
Demarai Gray,LW,Jamaica,0.76,0.85,0.73,0.69,0.8,0.38,0.58,0.86,0.85,0.8,0.76,0.8,0.65,0.59,0.71,0.61,0.45,0.33,0.42,0.25,0.32,0.82,LW,ATT,7
Adam Hložek,ST,Czech Republic,0.76,0.75,0.76,0.72,0.76,0.31,0.77,0.77,0.74,0.69,0.76,0.78,0.76,0.83,0.68,0.88,0.32,0.23,0.23,0.23,0.74,0.78,ST,ATT,4
Gustav Isaksen,RW,Denmark,0.76,0.88,0.72,0.67,0.78,0.4,0.49,0.84,0.92,0.82,0.8,0.77,0.73,0.32,0.79,0.59,0.4,0.29,0.42,0.35,0.55,0.75,RW,ATT,7
Luka Ivanušec,LW,Croatia,0.76,0.65,0.73,0.72,0.83,0.58,0.73,0.8,0.52,0.83,0.91,0.81,0.77,0.7,0.8,0.72,0.6,0.49,0.6,0.59,0.53,0.75,LW,ATT,3
Adnan Januzaj,RW,Belgium,0.76,0.76,0.69,0.77,0.8,0.3,0.56,0.78,0.75,0.84,0.75,0.8,0.7,0.59,0.6,0.61,0.23,0.22,0.3,0.36,0.42,0.75,RW,ATT,7
Jesper Karlsson,LW,Sweden,0.76,0.77,0.74,0.71,0.8,0.35,0.55,0.79,0.76,0.84,0.83,0.8,0.73,0.46,0.72,0.63,0.36,0.34,0.32,0.35,0.44,0.77,LW,ATT,7
Ryan Kent,LW,England,0.76,0.89,0.69,0.72,0.81,0.42,0.69,0.9,0.88,0.91,0.87,0.77,0.71,0.62,0.81,0.73,0.41,0.33,0.41,0.43,0.51,0.79,LW,ATT,3
Christian Kouamé,ST,Côte d'Ivoire,0.76,0.79,0.72,0.68,0.77,0.4,0.7,0.76,0.82,0.76,0.68,0.77,0.78,0.68,0.71,0.83,0.38,0.32,0.34,0.36,0.77,0.75,ST,ATT,3
Rey Manaj,ST,Albania,0.76,0.68,0.78,0.63,0.73,0.31,0.7,0.67,0.69,0.6,0.75,0.77,0.76,0.75,0.63,0.79,0.21,0.29,0.42,0.12,0.71,0.84,ST,ATT,4
Adrián Martínez,ST,Argentina,0.76,0.68,0.76,0.58,0.7,0.41,0.82,0.71,0.66,0.64,0.4,0.76,0.74,0.89,0.73,0.84,0.44,0.33,0.27,0.41,0.8,0.77,ST,ATT,4
Stephy Mavididi,LW,England,0.76,0.88,0.75,0.69,0.76,0.28,0.74,0.9,0.86,0.74,0.72,0.76,0.74,0.75,0.73,0.86,0.18,0.2,0.3,0.24,0.7,0.78,LW,ATT,4
Miguel Ángel Merentiel,ST,Uruguay,0.76,0.77,0.75,0.56,0.73,0.37,0.77,0.77,0.77,0.72,0.77,0.73,0.77,0.78,0.81,0.78,0.34,0.22,0.44,0.2,0.71,0.75,ST,ATT,4
Morales,ST,Spain,0.76,0.78,0.8,0.74,0.78,0.52,0.67,0.77,0.78,0.78,0.79,0.77,0.77,0.69,0.68,0.75,0.54,0.45,0.44,0.58,0.6,0.81,ST,ATT,3
Dany Mota,ST,Portugal,0.76,0.78,0.76,0.66,0.78,0.31,0.63,0.76,0.8,0.71,0.74,0.8,0.76,0.67,0.7,0.8,0.28,0.28,0.26,0.22,0.72,0.75,ST,ATT,4
Steve Mounié,ST,Benin,0.76,0.63,0.75,0.64,0.71,0.45,0.79,0.53,0.72,0.57,0.49,0.77,0.72,0.86,0.66,0.87,0.41,0.36,0.39,0.42,0.87,0.78,ST,ATT,3
Jacob Murphy,RW,England,0.76,0.82,0.7,0.71,0.78,0.61,0.69,0.83,0.82,0.74,0.75,0.78,0.76,0.68,0.8,0.69,0.65,0.55,0.61,0.65,0.45,0.83,RW,ATT,3
