Name,Position,Nation,overall,pace,shooting,passing,dribbling,defending,physical,acceleration,sprint_speed,agility,balance,ball_control,reactions,strength,stamina,jumping,standing_tackle,sliding_tackle,def_awareness,interceptions,heading_accuracy,shot_power,primary_pos,pos_group,mid_cluster
Ruben Loftus-Cheek,CM,England,0.81,0.81,0.76,0.79,0.82,0.77,0.83,0.78,0.84,0.75,0.68,0.84,0.81,0.87,0.79,0.94,0.78,0.7,0.75,0.77,0.85,0.82,CM,MID,5
Brais Méndez,CM,Spain,0.81,0.71,0.8,0.82,0.81,0.65,0.73,0.72,0.7,0.76,0.56,0.84,0.82,0.73,0.71,0.8,0.69,0.61,0.63,0.62,0.71,0.77,CM,MID,5
Kaoru Mitoma,LM,Japan,0.81,0.84,0.73,0.75,0.85,0.57,0.65,0.89,0.79,0.89,0.79,0.84,0.77,0.62,0.75,0.73,0.59,0.54,0.56,0.57,0.52,0.69,LM,MID,1
Riccardo Orsolini,RM,Italy,0.81,0.79,0.8,0.78,0.83,0.49,0.67,0.81,0.78,0.83,0.76,0.83,0.76,0.72,0.74,0.78,0.48,0.38,0.54,0.4,0.61,0.83,RM,MID,1
Isi Palazón,RM,Spain,0.81,0.84,0.78,0.79,0.81,0.39,0.64,0.87,0.82,0.86,0.81,0.81,0.76,0.64,0.72,0.65,0.41,0.37,0.39,0.41,0.35,0.75,RM,MID,1
Marcus Rashford,LM,England,0.81,0.89,0.83,0.76,0.82,0.33,0.64,0.87,0.91,0.79,0.69,0.82,0.79,0.65,0.68,0.82,0.29,0.24,0.3,0.27,0.71,0.93,LM,MID,1
Xaver Schlager,CDM,Austria,0.81,0.72,0.7,0.74,0.78,0.75,0.79,0.74,0.7,0.75,0.78,0.78,0.81,0.76,0.82,0.68,0.78,0.73,0.77,0.83,0.44,0.78,CDM,MID,5
Jerdy Schouten,CDM,Holland,0.81,0.65,0.59,0.72,0.76,0.8,0.72,0.66,0.64,0.66,0.75,0.79,0.8,0.7,0.77,0.72,0.8,0.77,0.82,0.84,0.66,0.65,CDM,MID,5
Ellyes Skhiri,CDM,Tunisia,0.81,0.6,0.73,0.74,0.75,0.8,0.76,0.65,0.55,0.74,0.64,0.75,0.83,0.68,0.9,0.75,0.79,0.73,0.82,0.86,0.75,0.75,CDM,MID,5
Raheem Sterling,LM,England,0.81,0.85,0.78,0.75,0.85,0.42,0.65,0.88,0.83,0.93,0.92,0.81,0.82,0.65,0.76,0.71,0.48,0.4,0.38,0.38,0.48,0.78,LM,MID,1
Dominik Szoboszlai,CAM,Hungary,0.81,0.82,0.8,0.84,0.8,0.59,0.7,0.76,0.87,0.78,0.68,0.81,0.8,0.67,0.82,0.74,0.61,0.54,0.58,0.57,0.6,0.89,CAM,MID,5
Youri Tielemans,CM,Belgium,0.81,0.44,0.79,0.83,0.79,0.69,0.7,0.52,0.38,0.62,0.75,0.84,0.8,0.72,0.72,0.68,0.68,0.67,0.72,0.68,0.65,0.85,CM,MID,5
Manuel Ugarte,CDM,Uruguay,0.81,0.69,0.65,0.73,0.77,0.78,0.8,0.7,0.69,0.69,0.72,0.77,0.78,0.77,0.83,0.73,0.82,0.78,0.79,0.83,0.55,0.67,CDM,MID,5
Joey Veerman,CM,Holland,0.81,0.55,0.72,0.85,0.77,0.66,0.72,0.68,0.45,0.72,0.7,0.8,0.75,0.68,0.84,0.61,0.68,0.59,0.7,0.67,0.55,0.76,CM,MID,5
Wilfried Zaha,LM,Côte d'Ivoire,0.81,0.86,0.78,0.73,0.85,0.37,0.75,0.85,0.86,0.86,0.72,0.86,0.76,0.74,0.74,0.74,0.39,0.36,0.34,0.35,0.47,0.83,LM,MID,1
Piotr Zieliński,CM,Poland,0.81,0.78,0.76,0.8,0.83,0.71,0.62,0.78,0.78,0.82,0.79,0.85,0.8,0.57,0.77,0.66,0.76,0.74,0.69,0.74,0.52,0.79,CM,MID,5
Zubimendi,CDM,Spain,0.81,0.64,0.67,0.75,0.77,0.78,0.71,0.66,0.63,0.72,0.75,0.8,0.84,0.68,0.79,0.71,0.81,0.79,0.77,0.83,0.65,0.61,CDM,MID,5
Salem Al Dawsari,LM,Saudi Arabia,0.8,0.85,0.75,0.72,0.84,0.52,0.8,0.84,0.85,0.84,0.88,0.82,0.81,0.77,0.88,0.7,0.44,0.51,0.62,0.5,0.51,0.74,LM,MID,1
Ali Al Musrati,CDM,Libya,0.8,0.62,0.66,0.71,0.71,0.78,0.84,0.59,0.64,0.56,0.45,0.78,0.76,0.87,0.82,0.74,0.78,0.77,0.8,0.8,0.72,0.79,CDM,MID,5
Benjamin André,CDM,France,0.8,0.61,0.64,0.73,0.75,0.78,0.83,0.59,0.62,0.7,0.72,0.77,0.79,0.79,0.91,0.82,0.8,0.76,0.75,0.79,0.8,0.69,CDM,MID,5
Maximilian Arnold,CDM,Germany,0.8,0.63,0.79,0.79,0.77,0.76,0.76,0.63,0.63,0.69,0.64,0.81,0.82,0.74,0.81,0.7,0.78,0.74,0.78,0.78,0.58,0.88,CDM,MID,5
Roberto Firmino,CAM,Brazil,0.8,0.67,0.75,0.79,0.85,0.58,0.76,0.69,0.66,0.81,0.84,0.86,0.8,0.73,0.81,0.82,0.64,0.42,0.52,0.58,0.78,0.77,CAM,MID,5
Christoph Baumgartner,CAM,Austria,0.8,0.77,0.74,0.74,0.82,0.47,0.6,0.84,0.71,0.82,0.79,0.81,0.78,0.49,0.74,0.73,0.56,0.51,0.34,0.38,0.71,0.75,CAM,MID,1
Yves Bissouma,CDM,Mali,0.8,0.71,0.67,0.75,0.81,0.78,0.77,0.7,0.72,0.74,0.77,0.83,0.77,0.76,0.78,0.76,0.81,0.76,0.77,0.81,0.65,0.79,CDM,MID,5
Yan Couto,RM,Brazil,0.8,0.85,0.61,0.76,0.81,0.72,0.64,0.86,0.84,0.85,0.83,0.8,0.73,0.55,0.8,0.69,0.76,0.74,0.73,0.73,0.51,0.65,RM,MID,5
Éderson,CM,Brazil,0.8,0.72,0.68,0.75,0.79,0.77,0.8,0.75,0.7,0.67,0.69,0.83,0.8,0.75,0.9,0.77,0.81,0.76,0.78,0.78,0.64,0.74,CM,MID,5
Wataru Endo,CDM,Japan,0.8,0.6,0.68,0.71,0.78,0.79,0.76,0.7,0.52,0.72,0.81,0.8,0.78,0.67,0.87,0.79,0.8,0.75,0.8,0.78,0.79,0.76,CDM,MID,5
Suso,RM,Spain,0.8,0.72,0.76,0.8,0.83,0.32,0.51,0.73,0.71,0.79,0.82,0.85,0.76,0.5,0.62,0.6,0.23,0.18,0.48,0.2,0.5,0.77,RM,MID,1
Seko Fofana,CM,Côte d'Ivoire,0.8,0.71,0.77,0.76,0.78,0.73,0.86,0.71,0.71,0.69,0.62,0.79,0.8,0.88,0.89,0.79,0.8,0.71,0.68,0.79,0.58,0.83,CM,MID,5
Pepelu,CM,Spain,0.8,0.68,0.7,0.8,0.77,0.75,0.78,0.68,0.68,0.69,0.68,0.8,0.77,0.75,0.89,0.72,0.78,0.74,0.76,0.77,0.59,0.74,CM,MID,5
Nuno Santos,LM,Portugal,0.8,0.83,0.81,0.76,0.8,0.7,0.76,0.85,0.82,0.81,0.72,0.8,0.79,0.7,0.84,0.77,0.71,0.64,0.73,0.7,0.59,0.86,LM,MID,5
Mario Götze,CAM,Germany,0.8,0.55,0.74,0.83,0.83,0.55,0.69,0.68,0.44,0.78,0.83,0.87,0.81,0.67,0.84,0.63,0.42,0.53,0.64,0.65,0.47,0.75,CAM,MID,5
Vincenzo Grifo,LM,Italy,0.8,0.69,0.77,0.82,0.81,0.43,0.64,0.74,0.65,0.79,0.77,0.82,0.82,0.65,0.7,0.65,0.41,0.3,0.48,0.45,0.47,0.85,LM,MID,1
Mattéo Guendouzi,CM,France,0.8,0.72,0.71,0.78,0.79,0.75,0.81,0.69,0.74,0.83,0.71,0.81,0.79,0.75,0.89,0.76,0.77,0.72,0.72,0.79,0.69,0.75,CM,MID,5
Amadou Haidara,CM,Mali,0.8,0.66,0.72,0.79,0.81,0.72,0.69,0.75,0.58,0.78,0.78,0.82,0.79,0.65,0.77,0.68,0.73,0.69,0.74,0.81,0.51,0.77,CM,MID,5
Jordan Henderson,CDM,England,0.8,0.64,0.72,0.81,0.76,0.75,0.78,0.63,0.65,0.64,0.65,0.8,0.81,0.75,0.82,0.73,0.77,0.75,0.76,0.77,0.64,0.77,CDM,MID,5
Morten Hjulmand,CDM,Denmark,0.8,0.65,0.66,0.76,0.74,0.75,0.83,0.65,0.65,0.6,0.74,0.79,0.79,0.82,0.87,0.76,0.77,0.7,0.75,0.82,0.6,0.79,CDM,MID,5
Pierre-Emile Højbjerg,CDM,Denmark,0.8,0.5,0.73,0.76,0.74,0.77,0.8,0.52,0.49,0.59,0.62,0.79,0.79,0.78,0.79,0.71,0.8,0.73,0.77,0.81,0.65,0.85,CDM,MID,5
Thomas Lemar,CM,France,0.8,0.81,0.77,0.81,0.83,0.67,0.64,0.85,0.77,0.9,0.87,0.82,0.78,0.57,0.77,0.7,0.76,0.69,0.55,0.75,0.54,0.79,CM,MID,5
Giovani Lo Celso,CAM,Argentina,0.8,0.69,0.74,0.81,0.83,0.68,0.71,0.7,0.68,0.8,0.8,0.84,0.8,0.69,0.67,0.71,0.73,0.68,0.64,0.7,0.62,0.8,CAM,MID,5
Iván Martín,CAM,Spain,0.8,0.75,0.75,0.79,0.81,0.68,0.63,0.76,0.74,0.81,0.72,0.81,0.78,0.6,0.74,0.65,0.74,0.65,0.66,0.76,0.47,0.73,CAM,MID,5
Nemanja Matić,CDM,Serbia,0.8,0.35,0.67,0.76,0.76,0.78,0.78,0.34,0.36,0.47,0.49,0.84,0.81,0.82,0.74,0.69,0.78,0.71,0.82,0.77,0.7,0.84,CDM,MID,0
Dries Mertens,CAM,Belgium,0.8,0.68,0.78,0.81,0.81,0.43,0.5,0.72,0.64,0.73,0.9,0.84,0.84,0.33,0.72,0.47,0.41,0.42,0.5,0.36,0.4,0.75,CAM,MID,1
João Mário,LM,Portugal,0.8,0.68,0.76,0.8,0.82,0.64,0.68,0.68,0.68,0.77,0.72,0.85,0.81,0.65,0.78,0.67,0.65,0.62,0.64,0.67,0.55,0.78,LM,MID,5
David Neres,LM,Brazil,0.8,0.86,0.75,0.75,0.86,0.43,0.64,0.87,0.85,0.88,0.87,0.85,0.78,0.64,0.73,0.7,0.41,0.34,0.47,0.44,0.45,0.79,LM,MID,1
Mario Pašalić,CM,Croatia,0.8,0.69,0.78,0.77,0.81,0.67,0.77,0.68,0.69,0.72,0.53,0.87,0.74,0.75,0.83,0.75,0.72,0.64,0.61,0.72,0.65,0.78,CM,MID,5
Ivan Rakitić,CM,Croatia,0.8,0.48,0.79,0.83,0.77,0.74,0.7,0.51,0.45,0.67,0.57,0.81,0.77,0.72,0.71,0.66,0.76,0.74,0.76,0.76,0.59,0.85,CM,MID,5
Ruiz de Galarreta,CDM,Spain,0.8,0.72,0.65,0.77,0.79,0.77,0.76,0.77,0.68,0.85,0.85,0.8,0.79,0.7,0.84,0.71,0.8,0.8,0.8,0.78,0.51,0.73,CDM,MID,5
Allan Saint-Maximin,LM,France,0.8,0.89,0.72,0.73,0.87,0.29,0.68,0.89,0.89,0.93,0.9,0.82,0.76,0.72,0.77,0.77,0.25,0.23,0.3,0.23,0.53,0.82,LM,MID,1
Téji Savanier,CAM,France,0.8,0.6,0.76,0.84,0.82,0.68,0.68,0.66,0.55,0.85,0.9,0.82,0.78,0.62,0.72,0.61,0.71,0.67,0.67,0.77,0.47,0.78,CAM,MID,5
William Carvalho,CDM,Portugal,0.8,0.37,0.68,0.78,0.76,0.76,0.84,0.35,0.38,0.45,0.42,0.81,0.75,0.9,0.81,0.72,0.74,0.7,0.78,0.8,0.7,0.75,CDM,MID,0
Sebastian Szymański,CAM,Poland,0.8,0.81,0.77,0.79,0.79,0.51,0.67,0.84,0.78,0.86,0.8,0.79,0.79,0.61,0.82,0.73,0.51,0.47,0.56,0.4,0.58,0.78,CAM,MID,1
Hans Vanaken,CAM,Belgium,0.8,0.45,0.79,0.83,0.77,0.6,0.76,0.36,0.53,0.58,0.39,0.84,0.82,0.76,0.9,0.75,0.55,0.5,0.58,0.61,0.84,0.76,CAM,MID,0
Jordan Veretout,CM,France,0.8,0.75,0.75,0.78,0.79,0.75,0.8,0.74,0.76,0.75,0.82,0.81,0.8,0.78,0.83,0.77,0.81,0.77,0.74,0.76,0.59,0.83,CM,MID,5
Timo Werner,LM,Germany,0.8,0.91,0.79,0.69,0.8,0.35,0.69,0.93,0.89,0.78,0.76,0.78,0.79,0.64,0.81,0.85,0.2,0.24,0.39,0.37,0.75,0.85,LM,MID,1
Mats Wieffer,CDM,Holland,0.8,0.7,0.66,0.74,0.75,0.76,0.83,0.67,0.73,0.67,0.65,0.8,0.76,0.81,0.86,0.84,0.78,0.72,0.73,0.81,0.76,0.75,CDM,MID,5
Barış Alper Yılmaz,RM,Turkey,0.8,0.91,0.75,0.71,0.82,0.67,0.84,0.89,0.93,0.84,0.84,0.83,0.78,0.84,0.86,0.88,0.67,0.63,0.69,0.65,0.69,0.85,RM,MID,5
Warren Zaïre-Emery,CM,France,0.8,0.79,0.68,0.77,0.8,0.75,0.78,0.8,0.78,0.74,0.84,0.82,0.79,0.75,0.84,0.8,0.8,0.73,0.71,0.78,0.66,0.76,CM,MID,5
André-Franck Zambo Anguissa,CDM,Cameroon,0.8,0.75,0.67,0.71,0.76,0.77,0.88,0.75,0.75,0.75,0.76,0.76,0.84,0.87,0.92,0.84,0.78,0.75,0.79,0.79,0.69,0.74,CDM,MID,5
Lucas Zelarayán,CAM,Armenia,0.8,0.71,0.77,0.79,0.83,0.46,0.67,0.72,0.71,0.88,0.84,0.84,0.78,0.64,0.82,0.67,0.43,0.35,0.5,0.44,0.54,0.79,CAM,MID,1
Hakim Ziyech,RM,Morocco,0.8,0.74,0.77,0.82,0.8,0.5,0.66,0.76,0.73,0.82,0.78,0.81,0.76,0.63,0.67,0.61,0.57,0.41,0.44,0.51,0.52,0.83,RM,MID,1
Karim Adeyemi,LM,Germany,0.79,0.96,0.73,0.71,0.81,0.34,0.7,0.96,0.96,0.86,0.82,0.79,0.77,0.67,0.8,0.9,0.34,0.35,0.25,0.31,0.7,0.76,LM,MID,1
Álex Baena,LM,Spain,0.79,0.74,0.75,0.8,0.78,0.65,0.67,0.75,0.74,0.76,0.69,0.8,0.78,0.6,0.76,0.69,0.66,0.64,0.67,0.66,0.58,0.76,LM,MID,5
Éver Banega,CM,Argentina,0.79,0.52,0.73,0.81,0.78,0.73,0.73,0.53,0.52,0.69,0.83,0.8,0.76,0.71,0.73,0.58,0.76,0.72,0.75,0.74,0.55,0.77,CM,MID,5
Giacomo Bonaventura,CAM,Italy,0.79,0.65,0.78,0.8,0.8,0.7,0.64,0.65,0.65,0.74,0.8,0.83,0.79,0.57,0.72,0.68,0.71,0.68,0.7,0.69,0.7,0.84,CAM,MID,5
Dani Ceballos,CM,Spain,0.79,0.63,0.7,0.79,0.82,0.7,0.67,0.69,0.58,0.77,0.78,0.84,0.77,0.6,0.76,0.58,0.71,0.69,0.74,0.78,0.41,0.76,CM,MID,5
Jordy Clasie,CDM,Holland,0.79,0.57,0.64,0.79,0.75,0.72,0.69,0.51,0.61,0.71,0.86,0.76,0.77,0.65,0.73,0.52,0.75,0.73,0.77,0.78,0.34,0.78,CDM,MID,5
Charles De Ketelaere,CAM,Belgium,0.79,0.69,0.77,0.78,0.81,0.55,0.7,0.7,0.69,0.78,0.66,0.84,0.76,0.68,0.83,0.77,0.58,0.54,0.45,0.58,0.75,0.8,CAM,MID,5
Marten de Roon,CM,Holland,0.79,0.64,0.71,0.75,0.75,0.82,0.83,0.58,0.68,0.59,0.72,0.78,0.78,0.79,0.91,0.78,0.84,0.79,0.82,0.84,0.75,0.77,CM,MID,5
Samuel Lino,LM,Brazil,0.79,0.83,0.7,0.73,0.8,0.51,0.66,0.85,0.81,0.83,0.79,0.79,0.76,0.58,0.86,0.72,0.49,0.46,0.51,0.52,0.58,0.74,LM,MID,1
Cheick Doucouré,CDM,Mali,0.79,0.65,0.57,0.7,0.75,0.76,0.76,0.63,0.67,0.7,0.67,0.77,0.76,0.76,0.72,0.71,0.8,0.78,0.75,0.8,0.58,0.59,CDM,MID,5
Stephan El Shaarawy,LM,Italy,0.79,0.82,0.75,0.76,0.83,0.49,0.62,0.83,0.82,0.92,0.8,0.83,0.76,0.63,0.66,0.77,0.42,0.35,0.65,0.36,0.65,0.75,LM,MID,1
Eljif Elmas,CAM,North Macedonia,0.79,0.73,0.72,0.74,0.82,0.66,0.67,0.77,0.69,0.83,0.69,0.84,0.78,0.64,0.68,0.72,0.7,0.64,0.62,0.69,0.58,0.79,CAM,MID,5
Lewis Ferguson,CM,Scotland,0.79,0.75,0.78,0.75,0.8,0.73,0.82,0.74,0.75,0.78,0.76,0.83,0.74,0.75,0.94,0.84,0.74,0.69,0.7,0.74,0.76,0.78,CM,MID,5
Emil Forsberg,CAM,Sweden,0.79,0.65,0.72,0.81,0.81,0.36,0.61,0.66,0.64,0.73,0.8,0.84,0.78,0.59,0.65,0.57,0.27,0.33,0.38,0.44,0.44,0.71,CAM,MID,1
Chris Führich,LM,Germany,0.79,0.83,0.69,0.72,0.85,0.51,0.59,0.87,0.79,0.89,0.85,0.84,0.76,0.49,0.78,0.66,0.55,0.5,0.53,0.43,0.54,0.7,LM,MID,1
Álvaro García,LM,Spain,0.79,0.88,0.69,0.75,0.78,0.51,0.43,0.89,0.88,0.87,0.93,0.76,0.79,0.32,0.71,0.57,0.45,0.32,0.55,0.64,0.49,0.68,LM,MID,1
Alejandro Garnacho,LM,Argentina,0.79,0.86,0.75,0.72,0.81,0.37,0.59,0.88,0.84,0.87,0.88,0.8,0.77,0.47,0.77,0.6,0.37,0.29,0.36,0.4,0.44,0.78,LM,MID,1
Morgan Gibbs-White,CAM,England,0.79,0.75,0.74,0.79,0.8,0.57,0.69,0.77,0.73,0.83,0.79,0.8,0.78,0.66,0.78,0.72,0.57,0.56,0.57,0.58,0.58,0.74,CAM,MID,5
Carles Gil,CAM,Spain,0.79,0.7,0.71,0.8,0.79,0.38,0.62,0.74,0.67,0.73,0.74,0.8,0.79,0.61,0.84,0.58,0.42,0.38,0.35,0.39,0.33,0.62,CAM,MID,1
Moi Gómez,CM,Spain,0.79,0.66,0.75,0.8,0.78,0.61,0.61,0.71,0.61,0.74,0.73,0.81,0.78,0.56,0.78,0.64,0.6,0.41,0.65,0.72,0.54,0.73,CM,MID,5
João Neves,CM,Portugal,0.79,0.81,0.68,0.75,0.8,0.75,0.8,0.82,0.8,0.84,0.82,0.8,0.81,0.76,0.9,0.82,0.78,0.71,0.72,0.8,0.66,0.73,CM,MID,5
Mason Greenwood,RM,England,0.79,0.83,0.8,0.75,0.81,0.36,0.6,0.82,0.83,0.85,0.75,0.81,0.72,0.6,0.67,0.75,0.39,0.33,0.27,0.34,0.63,0.86,RM,MID,1
Franck Honorat,RM,France,0.79,0.8,0.77,0.77,0.78,0.53,0.63,0.8,0.8,0.78,0.75,0.78,0.72,0.54,0.84,0.68,0.46,0.51,0.53,0.59,0.59,0.88,RM,MID,1
Curtis Jones,CM,England,0.79,0.68,0.71,0.75,0.81,0.7,0.75,0.68,0.68,0.76,0.72,0.82,0.79,0.72,0.82,0.68,0.76,0.68,0.71,0.71,0.52,0.76,CM,MID,5
Geoffrey Kondogbia,CM,Central African Republic,0.79,0.67,0.71,0.75,0.75,0.8,0.88,0.66,0.68,0.72,0.58,0.8,0.76,0.91,0.86,0.87,0.79,0.8,0.81,0.82,0.76,0.83,CM,MID,5
Lee Kang In,CAM,Korea Republic,0.79,0.74,0.74,0.8,0.82,0.5,0.66,0.75,0.74,0.85,0.87,0.82,0.76,0.59,0.73,0.71,0.51,0.42,0.45,0.53,0.65,0.78,CAM,MID,1
Pierre Lees-Melou,CDM,France,0.79,0.62,0.72,0.78,0.77,0.73,0.76,0.64,0.61,0.72,0.65,0.8,0.78,0.72,0.9,0.7,0.74,0.65,0.76,0.8,0.58,0.77,CDM,MID,5
Mario Lemina,CDM,Gabon,0.79,0.69,0.67,0.75,0.75,0.78,0.8,0.67,0.71,0.69,0.68,0.77,0.78,0.76,0.84,0.83,0.78,0.74,0.78,0.79,0.8,0.8,CDM,MID,5
Jefferson Lerma,CDM,Colombia,0.79,0.72,0.71,0.71,0.74,0.77,0.81,0.68,0.75,0.69,0.75,0.77,0.76,0.76,0.83,0.87,0.77,0.76,0.76,0.8,0.74,0.83,CDM,MID,5
Callum McGregor,CDM,Scotland,0.79,0.79,0.74,0.77,0.8,0.71,0.78,0.82,0.77,0.84,0.87,0.83,0.83,0.7,0.93,0.73,0.73,0.71,0.75,0.7,0.52,0.79,CDM,MID,5
Medrán,CM,Spain,0.79,0.6,0.71,0.82,0.79,0.63,0.69,0.57,0.62,0.8,0.7,0.81,0.78,0.71,0.8,0.69,0.65,0.58,0.65,0.62,0.61,0.78,CM,MID,5
Takumi Minamino,CAM,Japan,0.79,0.79,0.74,0.75,0.82,0.4,0.64,0.84,0.74,0.89,0.87,0.8,0.78,0.58,0.74,0.69,0.39,0.33,0.34,0.49,0.53,0.71,CAM,MID,1
Hidemasa Morita,CM,Japan,0.79,0.69,0.72,0.76,0.79,0.74,0.77,0.68,0.69,0.75,0.73,0.8,0.79,0.75,0.85,0.67,0.77,0.74,0.76,0.8,0.47,0.72,CM,MID,5
Florentino,CDM,Portugal,0.79,0.55,0.47,0.65,0.73,0.79,0.78,0.55,0.55,0.71,0.65,0.74,0.76,0.77,0.81,0.73,0.82,0.78,0.79,0.83,0.67,0.65,CDM,MID,0
Hany Mukhtar,CAM,Germany,0.79,0.82,0.75,0.77,0.8,0.44,0.64,0.82,0.82,0.87,0.85,0.8,0.79,0.6,0.87,0.67,0.44,0.44,0.43,0.43,0.47,0.75,CAM,MID,1
Galeno,LM,Brazil,0.79,0.93,0.76,0.7,0.82,0.38,0.68,0.92,0.94,0.88,0.73,0.8,0.78,0.66,0.82,0.69,0.39,0.29,0.34,0.45,0.41,0.75,LM,MID,1
Matt O'Riley,CM,Denmark,0.79,0.69,0.77,0.8,0.77,0.67,0.76,0.68,0.69,0.74,0.82,0.78,0.79,0.73,0.85,0.74,0.7,0.65,0.66,0.67,0.66,0.81,CM,MID,5
Ayoze Pérez,LM,Spain,0.79,0.78,0.73,0.76,0.82,0.58,0.65,0.8,0.76,0.8,0.79,0.82,0.78,0.58,0.66,0.8,0.61,0.42,0.61,0.49,0.76,0.71,LM,MID,5
Matteo Pessina,CM,Italy,0.79,0.68,0.7,0.77,0.78,0.72,0.71,0.64,0.72,0.68,0.65,0.82,0.78,0.65,0.86,0.69,0.74,0.7,0.74,0.72,0.63,0.74,CM,MID,5
Yeremy Pino,LM,Spain,0.79,0.76,0.73,0.76,0.79,0.38,0.46,0.77,0.76,0.79,0.79,0.8,0.74,0.32,0.7,0.52,0.48,0.41,0.31,0.29,0.46,0.68,LM,MID,1
Soufiane Rahimi,LM,Morocco,0.79,0.85,0.77,0.73,0.78,0.38,0.66,0.87,0.84,0.75,0.76,0.76,0.75,0.62,0.81,0.77,0.34,0.3,0.35,0.41,0.62,0.71,LM,MID,1
Kaku,CAM,Paraguay,0.79,0.81,0.72,0.81,0.8,0.52,0.64,0.82,0.8,0.86,0.83,0.81,0.74,0.59,0.7,0.6,0.53,0.55,0.65,0.42,0.3,0.7,CAM,MID,1
Oriol Romeu,CDM,Spain,0.79,0.4,0.54,0.68,0.67,0.79,0.81,0.46,0.35,0.53,0.56,0.74,0.76,0.83,0.75,0.76,0.8,0.79,0.79,0.81,0.73,0.78,CDM,MID,0
Valentin Rongier,CDM,France,0.79,0.65,0.65,0.75,0.78,0.75,0.78,0.68,0.63,0.74,0.88,0.79,0.78,0.77,0.82,0.71,0.8,0.72,0.76,0.8,0.53,0.74,CDM,MID,5
Pape Matar Sarr,CDM,Senegal,0.79,0.7,0.65,0.75,0.78,0.76,0.75,0.72,0.68,0.75,0.72,0.79,0.79,0.71,0.83,0.73,0.79,0.74,0.76,0.8,0.58,0.69,CDM,MID,5
Tomáš Souček,CDM,Czech Republic,0.79,0.5,0.72,0.71,0.68,0.8,0.83,0.49,0.51,0.34,0.48,0.75,0.78,0.83,0.87,0.82,0.82,0.77,0.79,0.81,0.82,0.73,CDM,MID,0
Leonardo Spinazzola,LM,Italy,0.79,0.88,0.65,0.74,0.79,0.76,0.69,0.86,0.89,0.78,0.68,0.8,0.79,0.67,0.69,0.8,0.79,0.75,0.75,0.78,0.69,0.71,LM,MID,5
Quinten Timber,CM,Holland,0.79,0.77,0.76,0.75,0.79,0.75,0.81,0.86,0.7,0.8,0.82,0.8,0.8,0.82,0.78,0.86,0.77,0.75,0.75,0.76,0.65,0.81,CM,MID,5
Edin Višća,RM,Bosnia and Herzegovina,0.79,0.82,0.78,0.76,0.81,0.47,0.63,0.84,0.81,0.87,0.91,0.8,0.74,0.58,0.81,0.66,0.4,0.4,0.55,0.51,0.45,0.8,RM,MID,1
Nikola Vlašić,CAM,Croatia,0.79,0.75,0.76,0.76,0.82,0.58,0.72,0.77,0.73,0.77,0.88,0.83,0.77,0.68,0.75,0.76,0.62,0.37,0.54,0.65,0.65,0.8,CAM,MID,5
James Ward-Prowse,CM,England,0.79,0.57,0.73,0.86,0.75,0.66,0.72,0.61,0.53,0.72,0.76,0.8,0.73,0.62,0.92,0.65,0.71,0.63,0.64,0.65,0.59,0.81,CM,MID,5
Julian Weigl,CDM,Germany,0.79,0.54,0.64,0.76,0.75,0.74,0.73,0.65,0.45,0.74,0.64,0.77,0.78,0.68,0.8,0.71,0.78,0.64,0.75,0.74,0.65,0.68,CDM,MID,5
Denis Zakaria,CDM,Switzerland,0.79,0.8,0.67,0.72,0.76,0.78,0.84,0.72,0.86,0.67,0.62,0.77,0.78,0.87,0.76,0.83,0.81,0.78,0.8,0.77,0.67,0.8,CDM,MID,5
Edon Zhegrova,RM,Kosovo,0.79,0.85,0.71,0.76,0.82,0.25,0.62,0.92,0.79,0.9,0.79,0.8,0.75,0.61,0.69,0.66,0.21,0.18,0.32,0.2,0.36,0.78,RM,MID,1
Carlos Augusto,LM,Brazil,0.79,0.81,0.72,0.77,0.8,0.75,0.8,0.8,0.81,0.79,0.76,0.81,0.76,0.78,0.84,0.86,0.76,0.76,0.75,0.75,0.72,0.79,LM,MID,5
Nadiem Amiri,CM,Germany,0.78,0.67,0.74,0.8,0.82,0.6,0.69,0.76,0.59,0.81,0.79,0.81,0.78,0.69,0.72,0.65,0.59,0.42,0.66,0.68,0.42,0.81,CM,MID,5
Sofyan Amrabat,CDM,Morocco,0.78,0.65,0.69,0.73,0.75,0.74,0.8,0.62,0.67,0.62,0.8,0.79,0.74,0.78,0.79,0.73,0.77,0.74,0.74,0.74,0.61,0.74,CDM,MID,5
Mauro Arambarri,CDM,Uruguay,0.78,0.6,0.65,0.72,0.74,0.78,0.78,0.68,0.54,0.69,0.75,0.76,0.76,0.77,0.78,0.75,0.8,0.79,0.81,0.77,0.62,0.82,CDM,MID,5
Antonín Barák,CM,Czech Republic,0.78,0.69,0.77,0.79,0.79,0.65,0.73,0.7,0.68,0.72,0.69,0.83,0.77,0.73,0.8,0.76,0.67,0.65,0.61,0.64,0.68,0.82,CM,MID,5
Ross Barkley,CM,England,0.78,0.53,0.75,0.78,0.77,0.63,0.74,0.54,0.53,0.65,0.61,0.8,0.79,0.76,0.74,0.72,0.68,0.63,0.6,0.59,0.68,0.83,CM,MID,5
Fran Beltrán,CDM,Spain,0.78,0.58,0.56,0.77,0.75,0.76,0.66,0.61,0.56,0.77,0.79,0.76,0.74,0.63,0.67,0.66,0.8,0.81,0.77,0.75,0.6,0.61,CDM,MID,5
